Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL3943917,,None,510.63,2,5.68,653,[2H]C([2H])([2H])Oc1cc(OC([2H])([2H])[2H])cc(N(CC#Cc2ccncc2)c2ccc3ncc(-c4cnn(C(C)C)c4)nc3c2)c1,IC50,'=',4897.79,nM,5.31,,,UO_0000065,10.52,0.19,-0.37,6.79,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5.31
CHEMBL3979972,,None,501.55,1,4.5,759,COc1cc(OC)cc(N(CC#Cc2ccncc2C#N)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',758.58,nM,6.12,,,UO_0000065,12.2,0.22,1.62,6,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,6.12
CHEMBL3965482,,None,514.03,0,4.24,657,COC[C@@H](O)CN(c1cc(OC)cc(OC)c1)c1ccc2ncc(-c3cnn(C(C)C)c3)nc2c1.Cl,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5
CHEMBL3933908,,None,491.56,0,4.34,786,COc1cc(OC)cc(N(CC#Cc2nccc(C)n2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',7413.1,nM,5.13,,,UO_0000065,10.44,0.19,0.79,5.63,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5.13
CHEMBL3912757,,None,511.59,1,4.62,662,COc1cc(OC)cc(N(CCCc2nccc(OC)n2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5
CHEMBL3889604,,None,481.56,0,4.61,810,COc1cc(OC)cc(N(CCCc2ncccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'=',5248.07,nM,5.28,,,UO_0000065,10.96,0.2,0.67,5.8,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5.28
CHEMBL3901265,,None,453.51,0,4.18,812,COc1cc(OC)cc(N(Cc2ncccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3880348,Inhibition of FLT3 (unknown origin) transfected in mouse BA/F3 cells assessed as decrease in cell proliferation in absence of mouse IL3 after 24 hrs by Alamar blue assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3879910,38,SureChEMBL Patent Bioactivity Data,,2014,CHEMBL3307634,,,,5
CHEMBL4466977,,None,666.82,1,3.12,Ex 569,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@H](O)CC1.O=C(O)/C=C/C(=O)O,IC50,'=',0.35,nM,9.46,,,UO_0000065,17.17,0.32,6.34,7.7,0,CHEMBL4418514,Inhibition of N-terminal GST-tagged human FLT3 cytoplasmic domain (564 to 993 amino acids) expressed in baculovirus expression system pre-incubated before peptide substrate and ATP addition and measured after 30 mins,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4418479,38,SureChEMBL Patent Bioactivity Data,,2016,None,,,,0.35
CHEMBL4218175,,None,405.55,0,3.48,13a,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)cc3)nn(CC3CCCC3)c2n1,IC50,'=',4,nM,8.4,,,UO_0000065,20.71,0.38,4.92,13.52,0,CHEMBL4188987,Inhibition of human partial length FLT3 D835Y mutant (Q580 to Y969 residues) expressed in bacterial expression system using poly [Glu,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4208701,,None,476.63,0,4.2,7b,N[C@H]1CC[C@H](Nc2nc(Nc3ccc(N4CCOCC4)cc3)c3ncn(C4CCCC4)c3n2)CC1,IC50,'=',2,nM,8.7,,,UO_0000065,18.25,0.34,4.5,8.19,0,CHEMBL4183761,Inhibition of N-terminal GST/His6-fused recombinant human FLT3 (R571 to S993 residues) ITD mutant expressed in Sf9 insect cells using poly (Ala,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4205883,,None,461.61,0,4.51,8h,c1cc(Nc2nc(N3CCCCC3)nc3c2ncn3C2CCCC2)ccc1CN1CCOCC1,IC50,'=',50,nM,7.3,,,UO_0000065,15.82,0.29,2.79,10.23,0,CHEMBL4183761,Inhibition of N-terminal GST/His6-fused recombinant human FLT3 (R571 to S993 residues) ITD mutant expressed in Sf9 insect cells using poly (Ala,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4209655,,None,483.62,1,5.13,8d,c1ccc(CNc2nc(Nc3ccc(CN4CCOCC4)cc3)c3ncn(C4CCCC4)c3n2)cc1,IC50,'=',83,nM,7.08,,,UO_0000065,14.64,0.27,1.95,8.84,0,CHEMBL4183764,Inhibition of N-terminal GST/His6-fused recombinant wild type human FLT3 (R571 to S993 residues) expressed in Sf9 insect cells using poly (Ala,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4216401,,None,470.42,1,5.13,6c,N[C@H]1CC[C@H](Nc2nc(Nc3ccc(Br)cc3)c3ncn(C4CCCC4)c3n2)CC1,IC50,'=',4,nM,8.4,,,UO_0000065,17.85,0.38,3.27,8.96,0,CHEMBL4183765,Inhibition of N-terminal GST/His6-fused recombinant human FLT3 (R571 to S993 residues) D835Y mutant expressed in Sf9 insect cells using poly (Ala,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4208187,,None,492.67,0,4.45,8c,NCCCCCCNc1nc(Nc2ccc(CN3CCOCC3)cc2)c2ncn(C3CCCC3)c2n1,IC50,'=',69,nM,7.16,,,UO_0000065,14.54,0.27,2.71,6.75,0,CHEMBL4183765,Inhibition of N-terminal GST/His6-fused recombinant human FLT3 (R571 to S993 residues) D835Y mutant expressed in Sf9 insect cells using poly (Ala,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4528166,,None,611.74,0,3.44,Ex 572,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C(C)C)CC3)c(C)c2)nc1N[C@H]1CC[C@H](O)CC1.O=C(O)/C=C/C(=O)O,IC50,'=',0.34,nM,9.47,,,UO_0000065,19.1,0.36,6.03,7.91,0,CHEMBL4418514,Inhibition of N-terminal GST-tagged human FLT3 cytoplasmic domain (564 to 993 amino acids) expressed in baculovirus expression system pre-incubated before peptide substrate and ATP addition and measured after 30 mins,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4418479,38,SureChEMBL Patent Bioactivity Data,,2016,None,,,,0.34
CHEMBL3357193,,None,411.39,0,2.84,18,COc1cc(O)c(C(=O)OCc2ccc(F)cc2)c(/C=C/CN2C(=O)C=CC2=O)c1,IC50,'>',30000,nM,,,,UO_0000065,,,,,0,CHEMBL3385424,Inhibition of recombinant FLT3 ITD mutant (unknown origin) by RBC kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3352474,1,Scientific Literature,Bioorg Med Chem,2014,None,,,,30
CHEMBL3357195,,None,421.45,0,3.3,20,COc1cc(O)c(C(=O)OCC(C)c2ccccc2)c(/C=C/CN2C(=O)C=CC2=O)c1,IC50,'>',30000,nM,,,,UO_0000065,,,,,0,CHEMBL3385424,Inhibition of recombinant FLT3 ITD mutant (unknown origin) by RBC kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3352474,1,Scientific Literature,Bioorg Med Chem,2014,None,,,,30
CHEMBL4517711,,None,391.44,0,4.14,9b,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3c[nH]c4ncnc(N)c34)cc2)no1,IC50,'=',6,nM,8.22,,,UO_0000065,21,0.39,4.08,6.1,0,CHEMBL4385972,Inhibition of recombinant human FLT3 (564 to end residues) using EAIYAAPFAKKK as substrate measured after 40 mins in presence of [gamma-33P]-ATP by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4385604,1,Scientific Literature,J Med Chem,2019,None,,,,6
CHEMBL4533761,,None,475.6,1,6.19,9m,CCCCCCn1cc(-c2ccc(NC(=O)Nc3cc(C(C)(C)C)on3)cc2)c2c(N)ncnc21,IC50,'=',105,nM,6.98,,,UO_0000065,14.67,0.27,0.79,5.63,0,CHEMBL4385972,Inhibition of recombinant human FLT3 (564 to end residues) using EAIYAAPFAKKK as substrate measured after 40 mins in presence of [gamma-33P]-ATP by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4385604,1,Scientific Literature,J Med Chem,2019,None,,,,105
CHEMBL4541344,,None,463.54,0,4.38,9p,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn(CCCCO)c4ncnc(N)c34)cc2)no1,IC50,'=',16,nM,7.8,,,UO_0000065,16.82,0.31,3.42,5.41,0,CHEMBL4385972,Inhibition of recombinant human FLT3 (564 to end residues) using EAIYAAPFAKKK as substrate measured after 40 mins in presence of [gamma-33P]-ATP by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4385604,1,Scientific Literature,J Med Chem,2019,None,,,,16
CHEMBL4575519,,None,449.52,0,4.26,9s,COCCn1cc(-c2ccc(NC(=O)Nc3cc(C(C)(C)C)on3)cc2)c2c(N)ncnc21,IC50,'=',21,nM,7.68,,,UO_0000065,17.08,0.32,3.42,5.77,0,CHEMBL4385972,Inhibition of recombinant human FLT3 (564 to end residues) using EAIYAAPFAKKK as substrate measured after 40 mins in presence of [gamma-33P]-ATP by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4385604,1,Scientific Literature,J Med Chem,2019,None,,,,21
CHEMBL4457542,,None,459.55,1,5.58,9y,C=CCCCn1cc(-c2ccc(NC(=O)Nc3cc(C(C)(C)C)on3)cc2)c2c(N)ncnc21,IC50,'=',69,nM,7.16,,,UO_0000065,15.58,0.29,1.58,5.78,0,CHEMBL4385972,Inhibition of recombinant human FLT3 (564 to end residues) using EAIYAAPFAKKK as substrate measured after 40 mins in presence of [gamma-33P]-ATP by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4385604,1,Scientific Literature,J Med Chem,2019,None,,,,69
CHEMBL4454804,,None,449.49,0,4.94,13b,C=CCn1cc(-c2ccc(NC(=O)Nc3cc(C(C)(C)C)on3)c(F)c2)c2c(N)ncnc21,IC50,'=',17,nM,7.77,,,UO_0000065,17.29,0.32,2.83,6.27,0,CHEMBL4385972,Inhibition of recombinant human FLT3 (564 to end residues) using EAIYAAPFAKKK as substrate measured after 40 mins in presence of [gamma-33P]-ATP by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4385604,1,Scientific Literature,J Med Chem,2019,None,,,,17
CHEMBL3326031,,None,428.5,0,3.09,17c,COC(=O)Cc1sc2nc(-c3cccs3)nc(NN3C(=O)C=C(C)C3=O)c2c1C,IC50,'=',866,nM,6.06,,,UO_0000065,14.15,0.29,2.97,5.97,0,CHEMBL3361927,Inhibition of human FLT3 using 10 uM ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3352273,1,Scientific Literature,Eur J Med Chem,2014,None,,,,0.866
CHEMBL124660,TANDUTINIB,2,562.72,2,5.03,MLN518,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,IC50,'=',102,nM,6.99,,,UO_0000065,12.42,0.23,1.96,7.58,1,CHEMBL3361927,Inhibition of human FLT3 using 10 uM ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3352273,1,Scientific Literature,Eur J Med Chem,2014,None,,,,0.102
CHEMBL4519177,,None,424.53,0,3,27,CN1CCC(Nc2ccc(C(=O)Nc3cc(-c4cc(C(N)=O)cs4)[nH]n3)cc2)CC1,IC50,'=',3.12,nM,8.51,,,UO_0000065,20.04,0.39,5.51,7.32,0,CHEMBL4353138,Inhibition of human FLT3 ITD mutant using EAIYAAPFAKKK peptide as substrate in presence of 33P-gamma ATP by hotspot kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4350983,1,Scientific Literature,Eur J Med Chem,2019,None,,,,3.12
CHEMBL1336,SORAFENIB,4,464.83,1,5.55,Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,IC50,'=',1.3,nM,8.89,,,UO_0000065,19.12,0.38,3.34,9.62,0,CHEMBL4353138,Inhibition of human FLT3 ITD mutant using EAIYAAPFAKKK peptide as substrate in presence of 33P-gamma ATP by hotspot kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4350983,1,Scientific Literature,Eur J Med Chem,2019,None,,,,1.3
CHEMBL4578114,,None,364.48,0,3.51,28,CN1CCN(c2ccc(Nc3cc(-c4cc(C#N)cs4)n[nH]3)cc2)CC1,IC50,'=',30.12,nM,7.52,,,UO_0000065,20.64,0.4,4.01,10.6,0,CHEMBL4353138,Inhibition of human FLT3 ITD mutant using EAIYAAPFAKKK peptide as substrate in presence of 33P-gamma ATP by hotspot kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4350983,1,Scientific Literature,Eur J Med Chem,2019,None,,,,30.12
CHEMBL4513662,,None,418.36,0,4.4,29,CN1CCN(c2ccc(Nc3cc(-c4cc(Br)cs4)n[nH]3)cc2)CC1,IC50,'=',1.711,nM,8.77,,,UO_0000065,20.96,0.48,4.37,18.58,0,CHEMBL4353138,Inhibition of human FLT3 ITD mutant using EAIYAAPFAKKK peptide as substrate in presence of 33P-gamma ATP by hotspot kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4350983,1,Scientific Literature,Eur J Med Chem,2019,None,,,,1.711
CHEMBL4456471,,None,419.49,0,3.56,46,CN1CCC(Nc2ccc(C(=O)Nc3cc(-c4ccc5c(c4)OCO5)n[nH]3)cc2)CC1,IC50,'=',11.22,nM,7.95,,,UO_0000065,18.95,0.35,4.39,8.69,0,CHEMBL4353149,Inhibition of human FLT3 F594_R595insR mutant using EAIYAAPFAKKK peptide as substrate in presence of 33P-gamma ATP by hotspot kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4350983,1,Scientific Literature,Eur J Med Chem,2019,None,,,,11.22
CHEMBL4456471,,None,419.49,0,3.56,46,CN1CCC(Nc2ccc(C(=O)Nc3cc(-c4ccc5c(c4)OCO5)n[nH]3)cc2)CC1,IC50,'=',6.867,nM,8.16,,,UO_0000065,19.46,0.36,4.6,8.92,0,CHEMBL4353152,Inhibition of human FLT3 R595_E596insEY mutant using EAIYAAPFAKKK peptide as substrate in presence of 33P-gamma ATP by hotspot kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4350983,1,Scientific Literature,Eur J Med Chem,2019,None,,,,6.867
CHEMBL150,KAEMPFEROL,1,286.24,0,2.28,5,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IC50,'=',2320,nM,5.63,,,UO_0000065,19.68,0.37,3.35,5.07,0,CHEMBL2342404,Inhibition of recombinant FLT3 (unknown origin) by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL2331298,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,2.32
CHEMBL4095253,,None,427.49,0,2.35,B6,C=CS(=O)(=O)N1CCC[C@@H]1Cn1cc(-c2ccc3c(c2)OCO3)c2c(N)ncnc21,IC50,'=',3275,nM,5.49,,,UO_0000065,12.83,0.25,3.13,4.87,0,CHEMBL4058141,Inhibition of recombinant human N-terminal GST-tagged FLT3 (564 to end residues) expressed in expressed in Sf21 cells preincubated for 5 mins followed by substrate addition after 30 to 60 mins in presence of ATP by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4052785,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,,,3275
CHEMBL1257683,,None,285.35,0,4.59,1f,Cc1cc(/C=C2/C(=O)Nc3ccccc32)c2cccccc1-2,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL1261358,Inhibition of FLT3 by time resolved fluorescence method,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL1255211,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,1000
CHEMBL2105728,CRENOLANIB,3,443.55,0,3.92,Crenolanib,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,IC50,'=',10,nM,8,,,UO_0000065,18.04,0.33,4.08,10.2,0,CHEMBL5367832,Inhibition of human FLT3,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5365465,1,Scientific Literature,J Med Chem,2023,None,,INHIBITOR,,10
CHEMBL3353347,,None,434.54,1,5.17,13,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc([C@@H]4C[C@@]45C(=O)Nc4ccccc45)ccc23)cc1,IC50,'=',11,nM,7.96,,,UO_0000065,18.32,0.33,2.79,13.04,0,CHEMBL3364611,Inhibition of FLT3 (unknown origin) by FRET-based homogeneous assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3351767,1,Scientific Literature,J Med Chem,2015,None,,,,0.011
CHEMBL3353339,,None,275.31,0,2.94,9,O=C1Nc2ccccc2[C@]12C[C@@H]2c1ccc2cn[nH]c2c1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL3364611,Inhibition of FLT3 (unknown origin) by FRET-based homogeneous assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3351767,1,Scientific Literature,J Med Chem,2015,None,,,,
CHEMBL3353359,,None,489.62,0,4.86,38,CN1CCN(Cc2ccc(/C=C/c3n[nH]c4cc([C@@H]5C[C@@]56C(=O)Nc5ccccc56)ccc34)cc2)CC1,IC50,'=',120,nM,6.92,,,UO_0000065,14.14,0.26,2.06,10.77,0,CHEMBL3364611,Inhibition of FLT3 (unknown origin) by FRET-based homogeneous assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3351767,1,Scientific Literature,J Med Chem,2015,None,,,,120
CHEMBL3326004,,None,544.7,1,3.86,9,CCCCNc1ncc2c(-c3ccc(S(=O)(=O)N4CCN(C)CC4)c(F)c3)cn([C@H]3CC[C@H](O)CC3)c2n1,IC50,'=',1.2,nM,8.92,,,UO_0000065,16.38,0.32,5.06,8.61,0,CHEMBL3363337,Inhibition of Flt3 (unknown origin) by Off-chip Mobility Shift Assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3351548,1,Scientific Literature,J Med Chem,2014,None,,,,1.2
CHEMBL207008,,None,276.34,0,4.25,116,COc1ccc2[nH]c(Cc3cc4ccccc4[nH]3)cc2c1,IC50,'>',30000,nM,,,,UO_0000065,,,,,0,CHEMBL854264,Inhibition of endogenous FLT3 in EOL1 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EOL1,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL1147798,1,Scientific Literature,J Med Chem,2006,CHEMBL3308381,,,,30
CHEMBL1940105,,None,447.5,0,3.29,3,COc1cc2ncnc(Nc3cnn(CC(=O)Nc4ccc(N(C)C)cc4)c3)c2cc1OC,IC50,'=',4,nM,8.4,,,UO_0000065,18.77,0.35,5.11,7.89,0,CHEMBL1942933,Inhibition of FLT3 phosphorylation by cell based assay,B,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL1938371,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,0.004
CHEMBL3414623,,None,574.77,2,5.53,Chemical Probe: LLY-507,Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL5675115,Inhibition of human FLT3 D835H mutant by discoverX kinome scan assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,EFO_ID: MONDO:0004992 | EFO_TERM: cancer,P36888,D835H,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5674866,72,Chemical Probe data from Scientific Literature,J Biol Chem,2015,None,,,,20
CHEMBL3612494,,None,350.79,0,1.43,9m,CN(/N=C/c1cnn2ccc(Cl)nc12)S(=O)(=O)c1cccnc1,IC50,'=',1913,nM,5.72,,,UO_0000065,16.3,0.34,4.29,6.16,0,CHEMBL3615646,Inhibition of FLT3 (unknown origin) using biotin-Glu-Gly-Pro-Trp-Leu-Glu-Glu-Glu-Glu-Glu-Ala-Tyr-Gly-Trp-Met-Asp-Phe-NH2 as substrate after 90 mins by luminescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL3612060,1,Scientific Literature,Bioorg Med Chem,2015,None,,,,1913
