Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,,,,,,,,,,,,,,,,,,,
CHEMBL4167877,,None,523.6,1,4.71,5i,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc(C)n1C,IC50,'=',97.4,nM,7.01,,,UO_0000065,13.39,0.25,2.3,13.13,0,CHEMBL4151610,Inhibition of Abl1 (unknown origin) incubated for 1 hr in presence of Tyrosine-2 peptide substrate by FRET based Z'-Lyte assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL4145679,1,Scientific Literature,J Med Chem,2018,None,,,,97.4,,,,,,,,,,,,,,,,,,,
CHEMBL4172767,,None,560.62,2,5.27,5q,CC(C)c1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,IC50,'=',564,nM,6.25,,,UO_0000065,11.15,0.21,0.98,9.5,0,CHEMBL4151610,Inhibition of Abl1 (unknown origin) incubated for 1 hr in presence of Tyrosine-2 peptide substrate by FRET based Z'-Lyte assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL4145679,1,Scientific Literature,J Med Chem,2018,None,,,,564,,,,,,,,,,,,,,,,,,,
CHEMBL4470981,,None,373.8,0,3.69,J30-8,O=C1N/C(=N/c2ccccc2Cl)S/C1=C1\C(=O)Nc2ccc(F)cc21,IC50,'=',8000,nM,5.1,,,UO_0000065,13.64,0.28,1.41,7.22,0,CHEMBL4361543,Inhibition of recombinant human Abl Q252H mutant (27 to end residues) using EAIYAAPFAKKK as substrate measured after 40 mins in presence of [gamma33P]ATP by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,P00519,Q252H,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359842,1,Scientific Literature,J Med Chem,2019,None,,,,8,,,,,,,,,,,,,,,,,,,
CHEMBL1242470,,None,326.34,0,2.61,PP471,N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,'=',433,nM,6.36,,,UO_0000065,19.5,0.36,3.75,5.6,0,CHEMBL1243972,Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,0.433,,,,,,,,,,,,,,,,,,,
CHEMBL1242758,,None,318.38,0,3.67,PP92,Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1,IC50,'=',2200,nM,5.66,,,UO_0000065,17.77,0.32,1.99,6.62,0,CHEMBL1243972,Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,2.2,,,,,,,,,,,,,,,,,,,
CHEMBL1242754,,None,304.36,0,3.2,PP105,CC(C)n1nc(-c2cnc3ccccc3c2)c2c(N)ncnc21,IC50,'=',1000,nM,6,,,UO_0000065,19.71,0.36,2.8,7.27,0,CHEMBL1243972,Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,1,,,,,,,,,,,,,,,,,,,
CHEMBL1241771,,None,296.31,0,2.67,PP151,CC(C)n1nc(-c2ccc(C#N)c(F)c2)c2c(N)ncnc21,IC50,'=',5000,nM,5.3,,,UO_0000065,17.89,0.33,2.63,5.68,0,CHEMBL1243972,Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,5,,,,,,,,,,,,,,,,,,,
CHEMBL5909447,,None,317.4,0,3.82,BDBM340947,CC(C)(C)c1nc(-c2cnc3ccccc3c2)c2c(N)nccn12,IC50,'=',6350,nM,5.2,,860743,UO_0000065,16.37,0.3,1.38,7.52,0,CHEMBL5734775,luminescent kinase assay: Inhibition of TgCDPK1 and CpCDPK1 was determined using a luminescent kinase assay which measures ATP depletion in the presence of the Syntide 2 peptide substrate (KinaseGlo). (U.S. Provisional Patent Application No. 61/299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2324925,,None,537.55,1,3.27,25,CN1CCN(Cc2ccc(NC(=O)Nc3cc(C#Cc4cnc5cnccn45)n(C)n3)cc2C(F)(F)F)CC1,IC50,'=',0.8,nM,9.1,,,UO_0000065,16.92,0.32,5.83,9.51,0,CHEMBL2330087,Inhibition of Abl1 kinase T315I mutant (unknown origin),B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,P00519,T315I,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL2321864,1,Scientific Literature,J Med Chem,2013,None,,,,0.8,,,,,,,,,,,,,,,,,,,
CHEMBL2324925,,None,537.55,1,3.27,25,CN1CCN(Cc2ccc(NC(=O)Nc3cc(C#Cc4cnc5cnccn45)n(C)n3)cc2C(F)(F)F)CC1,IC50,'=',1,nM,9,,,UO_0000065,16.74,0.32,5.73,9.41,0,CHEMBL2330089,Inhibition of Abl1 kinase Q252H mutant (unknown origin),B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,P00519,Q252H,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL2321864,1,Scientific Literature,J Med Chem,2013,None,,,,1,,,,,,,,,,,,,,,,,,,
CHEMBL550281,,None,424.39,0,4.43,18b,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1/C=C/n1cnc2cncnc21,IC50,'=',38,nM,7.42,,,UO_0000065,17.48,0.33,2.99,8.67,0,CHEMBL1031882,Inhibition of wild type human Abl kinase by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158470,1,Scientific Literature,J Med Chem,2009,None,,,,38,,,,,,,,,,,,,,,,,,,
CHEMBL2059164,,None,391.48,0,3.31,5d,O=C(NCCC1CCNCC1)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,IC50,'=',100,nM,7,,,UO_0000065,17.88,0.33,3.69,7.08,0,CHEMBL2061829,Inhibition of human ABL,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL2057208,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,0.1,,,,,,,,,,,,,,,,,,,
CHEMBL2030561,,None,334.42,0,2.85,7a,Nc1nc2ccc(C(=O)c3ccccc3)cc2n1CC1CCNCC1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL2061829,Inhibition of human ABL,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL2057208,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,10,,,,,,,,,,,,,,,,,,,
CHEMBL288441,BOSUTINIB,4,530.46,2,5.19,8; SKI-606; Bosulif,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,IC50,'=',1,nM,9,,,UO_0000065,16.97,0.34,3.81,10.86,0,CHEMBL3811351,Inhibition of human ABL using EAIYAAPFAKKK as substrate after 40 mins by scintillation counting analysis in presence of [gamma-33P-ATP],B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL3808287,1,Scientific Literature,J Med Chem,2016,None,,,,1,,,,,,,,,,,,,,,,,,,
CHEMBL551030,,None,515.5,2,6.17,3c,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(Nc3ccccn3)ncnc21,IC50,'=',243000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL1031882,Inhibition of wild type human Abl kinase by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158470,1,Scientific Literature,J Med Chem,2009,None,,,,243,,,,,,,,,,,,,,,,,,,
CHEMBL1230607,PHA-793887,1,361.49,0,2.31,SID137276012,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1074427,Inhibition of c-ABL by scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157586,1,Scientific Literature,Bioorg Med Chem,2010,None,,,,10,,,,,,,,,,,,,,,,,,,
CHEMBL1241674,,None,308.35,0,2.84,PP242,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,IC50,'=',3600,nM,5.44,,,UO_0000065,17.65,0.32,2.6,5.15,0,CHEMBL1243972,Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,3.6,,,,,,,,,,,,,,,,,,,
CHEMBL3137331,DEFACTINIB,3,510.5,1,2.4,EUB0000138,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,IC50,'=',1640,nM,5.79,,,UO_0000065,11.33,0.23,3.39,4.07,0,CHEMBL4887107,ABL Invitrogen kinase activity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL4507299,54,SGC Frankfurt - Donated Chemical Probes,,2021,None,,,,1640,,,,,,,,,,,,,,,,,,,
CHEMBL1242383,,None,318.34,0,1.71,PP231,NC(=O)Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,IC50,,,,,,Not Determined,,,,,,0,CHEMBL1243972,Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1241300,,None,257.25,0,1.32,PP321,COc1ccc(-c2n[nH]c3ncnc(N)c23)cc1O,IC50,'=',784,nM,6.11,,,UO_0000065,23.73,0.44,4.79,5.55,0,CHEMBL1243972,Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,0.784,,,,,,,,,,,,,,,,,,,
CHEMBL1241679,,None,278.32,0,2.53,PP39,CC(C)n1nc(-c2cccc(C#N)c2)c2c(N)ncnc21,IC50,'=',17000,nM,4.77,,,UO_0000065,17.14,0.31,2.24,5.11,0,CHEMBL1243972,Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,17,,,,,,,,,,,,,,,,,,,
CHEMBL1241772,,None,279.31,0,1.92,PP21,CC(C)n1nc(-c2ccc(C#N)nc2)c2c(N)ncnc21,IC50,'=',50000,nM,4.3,,,UO_0000065,15.4,0.28,2.38,4.05,0,CHEMBL1243972,Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,50,,,,,,,,,,,,,,,,,,,
CHEMBL3904850,,None,452.47,0,3.34,7b,COc1ccc(C(=O)NNc2nc3c(cnn3-c3ccccc3)c(=O)n2-c2ccccc2)cc1,IC50,'=',26100,nM,4.58,,,UO_0000065,10.13,0.18,1.24,4.45,0,CHEMBL3871312,Inhibition of wild type recombinant human Abl using abtide as substrate by [gamma-32P]ATP based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871261,1,Scientific Literature,Eur J Med Chem,2016,None,,,,26.1,,,,,,,,,,,,,,,,,,,
CHEMBL5197174,,None,490.56,0,4.75,86,CN1CCN(c2ccc(Nc3nc(Nc4ccc(F)c(F)c4)c4ncn(CC5CC5)c4n3)cc2)CC1,IC50,'=',40000,nM,4.4,,,UO_0000065,8.97,0.17,-0.35,5.93,0,CHEMBL5242662,Inhibition of ABL1 (unknown origin) using GGEAIYAAPFKK as substrate in the presence of ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5241098,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR,,40,,,,,,,,,,,,,,,,,,,
CHEMBL2012519,,None,364.39,0,1.52,L-783277,COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1656540,Inhibition of cABL T315I mutant by Caliper mobility shift assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,P00519,T315I,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1649097,1,Scientific Literature,ACS Med Chem Lett,2011,None,,,,10,,,,,,,,,,,,,,,,,,,
CHEMBL3901311,,None,421.38,0,3.05,BDBM230765,CN(CCO)c1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1ccn[nH]1,IC50,'=',7,nM,8.15,,740614,UO_0000065,19.35,0.37,5.1,7.89,1,CHEMBL5733327,Radiometric Filter-Binding Assay: Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3901311,,None,421.38,0,3.05,BDBM230765,CN(CCO)c1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1ccn[nH]1,IC50,'=',6.9,nM,8.16,,740615,UO_0000065,19.37,0.37,5.11,7.9,1,CHEMBL5733328,Caliper Assay: Caliper ABL1 (64-515) Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3959733,,None,435.41,0,3.44,BDBM230767,CCN(CCO)c1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1ccn[nH]1,IC50,'=',1.8,nM,8.74,,740619,UO_0000065,20.08,0.39,5.3,8.46,1,CHEMBL5733328,Caliper Assay: Caliper ABL1 (64-515) Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4110588,,None,448.86,0,4.07,BDBM230768,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2ccc[nH]2)c1,IC50,'<',0.13,nM,,,740621,UO_0000065,,,,,1,CHEMBL5733328,Caliper Assay: Caliper ABL1 (64-515) Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3985022,,None,437.83,0,3.32,BDBM230769,CN(CCO)c1ncc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cc1-c1ccn[nH]1,IC50,'=',2.7,nM,8.57,,740622,UO_0000065,19.57,0.39,5.25,8.29,1,CHEMBL5733327,Radiometric Filter-Binding Assay: Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3971478,,None,447.41,0,3.37,BDBM230774,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(N2C[C@H](O)[C@@H](O)C2)c(-c2ccc[nH]2)c1,IC50,'=',4.2,nM,8.38,,740633,UO_0000065,18.72,0.36,5.01,8.56,1,CHEMBL5733328,Caliper Assay: Caliper ABL1 (64-515) Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3900366,,None,472.42,0,3.25,BDBM230775,N#Cc1ccc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)ccc2N2C[C@H](O)[C@@H](O)C2)[nH]1,IC50,'<',0.1,nM,,,740634,UO_0000065,,,,,1,CHEMBL5733327,Radiometric Filter-Binding Assay: Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3979517,,None,444.42,0,3.16,BDBM230779,NC12CC1CN(c1ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc1-c1ccn[nH]1)C2,IC50,'=',5,nM,8.3,,740642,UO_0000065,18.68,0.35,5.14,7.6,1,CHEMBL5733328,Caliper Assay: Caliper ABL1 (64-515) Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4110627,,None,466.85,0,3.38,BDBM230798,N[C@@H]1CN(c2ncc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc2-c2ccn[nH]2)C[C@H]1F,IC50,'=',3.4,nM,8.47,,740677,UO_0000065,18.14,0.36,5.09,7.76,1,CHEMBL5733328,Caliper Assay: Caliper ABL1 (64-515) Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3947817,,None,494.91,0,3.98,BDBM230804,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CCN(CCF)CC2)c(-c2ccn[nH]2)c1,IC50,'=',5.7,nM,8.24,,740688,UO_0000065,16.66,0.33,4.26,9.54,1,CHEMBL5733327,Radiometric Filter-Binding Assay: Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3040806,,None,355.4,0,4.81,2,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCO5)c2)cc1,IC50,'=',24,nM,7.62,,,UO_0000065,21.44,0.39,2.81,13.54,0,CHEMBL3300696,Inhibition of Abl1 (unknown origin) assessed as incorporation of [32P] gamma-ATP in to myelin basic protein after 30 mins by autoradiographic analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL3297684,1,Scientific Literature,J Med Chem,2014,None,,,,0.024,,,,,,,,,,,,,,,,,,,
CHEMBL3297955,,None,397.89,0,4.87,5,Cl.c1cc(Nc2ncnc3cc4c(cc23)OCCO4)cc(-c2cccs2)c1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3300696,Inhibition of Abl1 (unknown origin) assessed as incorporation of [32P] gamma-ATP in to myelin basic protein after 30 mins by autoradiographic analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL3297684,1,Scientific Literature,J Med Chem,2014,None,,,,10,,,,,,,,,,,,,,,,,,,
CHEMBL24828,VANDETANIB,4,475.36,0,4.43,vandetanib,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,IC50,'=',151,nM,6.82,,,UO_0000065,14.35,0.31,2.39,10.87,0,CHEMBL3300696,Inhibition of Abl1 (unknown origin) assessed as incorporation of [32P] gamma-ATP in to myelin basic protein after 30 mins by autoradiographic analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL3297684,1,Scientific Literature,J Med Chem,2014,None,,,,0.151,,,,,,,,,,,,,,,,,,,
CHEMBL3981232,,None,434.83,0,3.04,BDBM230810,NC1CN(c2ncc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc2-c2ccn[nH]2)C1,IC50,'=',4,nM,8.4,,740700,UO_0000065,19.31,0.38,5.36,7.69,1,CHEMBL5733327,Radiometric Filter-Binding Assay: Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3892152,,None,449.85,0,3.46,BDBM230812,CC1(O)CN(c2ncc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc2-c2ccn[nH]2)C1,IC50,'=',1.5,nM,8.82,,740704,UO_0000065,19.62,0.39,5.36,8.54,1,CHEMBL5733327,Radiometric Filter-Binding Assay: Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3911557,,None,449.85,0,3.32,BDBM230813,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC(CO)C2)c(-c2ccn[nH]2)c1,IC50,'=',0.5,nM,9.3,,740706,UO_0000065,20.68,0.41,5.98,9,1,CHEMBL5733327,Radiometric Filter-Binding Assay: Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3967070,,None,433.39,0,3.19,BDBM230815,CC1(O)CN(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2ncc[nH]2)C1,IC50,'=',0.2,nM,9.7,,740711,UO_0000065,22.38,0.43,6.51,9.38,1,CHEMBL5733328,Caliper Assay: Caliper ABL1 (64-515) Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3984212,,None,463.87,0,3.85,BDBM230831,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CCC(O)CC2)c(-c2ccn[nH]2)c1,IC50,'=',1.5,nM,8.82,,740738,UO_0000065,19.02,0.38,4.97,8.54,0,CHEMBL5733328,Caliper Assay: Caliper ABL1 (64-515) Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4110370,,None,463.87,0,3.85,BDBM230833,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CCC[C@@H](O)C2)c(-c2ccn[nH]2)c1,IC50,'=',3,nM,8.52,,740739,UO_0000065,18.37,0.36,4.67,8.25,1,CHEMBL5733327,Radiometric Filter-Binding Assay: Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4110370,,None,463.87,0,3.85,BDBM230833,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CCC[C@@H](O)C2)c(-c2ccn[nH]2)c1,IC50,'=',1.3,nM,8.89,,740740,UO_0000065,19.16,0.38,5.04,8.6,1,CHEMBL5733328,Caliper Assay: Caliper ABL1 (64-515) Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3965179,,None,449.85,0,3.38,BDBM230835,Cc1cc(-c2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cnc2N2CC(O)C2)[nH]n1,IC50,'=',0.2,nM,9.7,,740744,UO_0000065,21.56,0.43,6.32,9.38,1,CHEMBL5733328,Caliper Assay: Caliper ABL1 (64-515) Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
